species_id,habitat_type,population_trend,fishing_pressure,average_size_cm,geographic_region,reproduction_rate,depth_range_m,water_temperature_c,population_size_thousands,conservation_status
591,Coral Reef,Declining,High,80.52,Mediterranean,7.91,69.74,20.97,443.42,Moderate
592,Coral Reef,Stable,Very High,124.2,Mediterranean,6.9,475.0,8.53,132.26,Poor
593,Estuary,Increasing,Very High,144.06,Atlantic,7.79,624.06,28.02,113.06,Moderate
594,Deep Sea,Declining,Moderate,140.8,Pacific,3.42,801.26,7.34,233.29,Moderate
595,Open Ocean,Increasing,High,81.17,Mediterranean,5.17,488.3,28.88,133.28,Moderate
596,Estuary,Stable,Very High,41.7,Mediterranean,8.07,410.96,20.27,367.42,Moderate
597,Estuary,Stable,Moderate,91.8,Atlantic,2.71,1909.33,5.03,318.33,Moderate
598,Estuary,Declining,Moderate,37.09,Pacific,2.65,1837.45,27.35,437.62,Moderate
599,Estuary,Stable,Moderate,179.12,Indian Ocean,5.73,98.75,18.04,42.29,Moderate
600,Estuary,Increasing,Very High,75.72,Atlantic,5.47,680.93,11.57,457.63,Moderate
601,Coastal,Stable,High,39.35,Pacific,3.18,813.27,24.18,147.38,Moderate
602,Open Ocean,Increasing,Low,14.84,Mediterranean,3.33,481.83,28.17,245.86,Good
603,Estuary,Increasing,Moderate,132.71,Pacific,3.14,1259.6,17.09,219.87,Moderate
604,Open Ocean,Stable,Very High,131.01,Pacific,7.83,1282.56,12.89,380.4,Moderate
605,Coastal,Declining,Very High,74.71,Pacific,6.69,1701.76,24.72,210.75,Poor
606,Coastal,Critical,Low,23.63,Indian Ocean,8.41,1483.03,22.04,471.83,Good
607,Open Ocean,Stable,Low,87.83,Pacific,9.77,1087.43,27.22,451.36,Good
608,Coral Reef,Increasing,Very High,69.13,Indian Ocean,5.0,1308.91,22.31,436.21,Moderate
609,Deep Sea,Increasing,High,138.65,Mediterranean,1.13,551.61,11.09,36.56,Moderate
610,Coral Reef,Stable,Low,125.1,Indian Ocean,0.96,1188.15,28.29,427.27,Good
611,Coral Reef,Declining,Very High,79.27,Mediterranean,3.31,981.01,7.62,391.04,Moderate
612,Coral Reef,Declining,Low,51.4,Mediterranean,9.36,271.02,11.7,52.65,Moderate
613,Estuary,Increasing,High,197.73,Indian Ocean,5.47,488.88,18.0,54.6,Moderate
614,Coastal,Increasing,Moderate,96.26,Atlantic,3.08,586.93,19.14,51.48,Moderate
615,Coral Reef,Declining,Low,140.77,Arctic,4.29,1849.0,5.38,6.65,Moderate
616,Coastal,Critical,High,36.71,Pacific,6.19,464.62,24.51,274.77,Poor
617,Open Ocean,Stable,Very High,102.26,Arctic,6.7,582.04,14.04,486.72,Moderate
618,Deep Sea,Increasing,Low,15.23,Pacific,1.96,741.86,15.16,219.9,Good
619,Open Ocean,Increasing,Low,106.04,Pacific,9.78,1329.17,25.23,270.84,Good
620,Open Ocean,Declining,Very High,193.16,Mediterranean,5.68,240.89,14.48,484.02,Poor
621,Estuary,Stable,Moderate,83.0,Pacific,1.79,1908.12,6.18,128.34,Poor
622,Deep Sea,Declining,Very High,17.41,Pacific,8.99,1731.81,9.41,429.38,Moderate
623,Open Ocean,Stable,Low,15.88,Indian Ocean,1.21,1156.55,28.9,273.65,Moderate
624,Open Ocean,Stable,Very High,83.72,Arctic,9.12,1349.71,6.76,285.17,Moderate
625,Deep Sea,Stable,High,40.4,Indian Ocean,9.97,38.24,13.87,172.24,Moderate
626,Deep Sea,Increasing,Very High,14.44,Pacific,7.15,681.19,17.58,281.23,Moderate
627,Open Ocean,Critical,Low,153.68,Mediterranean,7.82,1592.34,17.33,37.5,Moderate
628,Deep Sea,Declining,Very High,97.12,Indian Ocean,3.7,159.58,5.1,382.56,Moderate
629,Open Ocean,Critical,Moderate,64.96,Indian Ocean,9.44,568.22,17.53,143.06,Poor
630,Open Ocean,Declining,Very High,181.02,Atlantic,5.53,1172.67,14.59,443.92,Moderate
631,Estuary,Stable,Moderate,32.07,Pacific,7.46,516.54,29.3,184.56,Good
632,Coral Reef,Increasing,High,191.62,Mediterranean,9.28,1868.29,8.98,72.27,Moderate
633,Open Ocean,Critical,Moderate,69.65,Indian Ocean,9.76,266.46,13.85,348.24,Good
634,Coastal,Increasing,Very High,178.8,Indian Ocean,8.42,1595.8,15.49,83.12,Moderate
635,Coral Reef,Declining,Low,124.56,Mediterranean,3.38,1018.36,14.77,377.09,Moderate
636,Coral Reef,Increasing,Moderate,167.07,Pacific,9.68,1501.91,21.65,484.09,Good
637,Coral Reef,Increasing,High,196.96,Atlantic,6.47,624.88,10.39,390.0,Good
638,Estuary,Critical,Moderate,64.8,Indian Ocean,9.34,1031.41,10.53,12.2,Poor
639,Open Ocean,Stable,Moderate,192.62,Atlantic,6.92,1714.39,23.23,300.34,Moderate
640,Estuary,Increasing,Moderate,84.0,Arctic,3.42,936.42,17.51,348.01,Good
641,Open Ocean,Stable,High,83.25,Pacific,4.02,722.64,15.38,412.9,Moderate
642,Estuary,Declining,Very High,74.67,Arctic,5.73,1074.63,9.23,28.95,Poor
643,Estuary,Increasing,Moderate,112.87,Arctic,8.01,1436.14,9.69,240.57,Good
644,Coastal,Critical,Moderate,39.29,Arctic,3.52,889.91,5.26,268.15,Moderate
645,Estuary,Declining,Low,115.21,Pacific,6.01,1878.06,7.29,85.39,Moderate
646,Deep Sea,Declining,High,112.92,Pacific,3.78,593.42,18.92,161.9,Poor
647,Coastal,Critical,Moderate,154.76,Mediterranean,8.25,953.55,27.3,220.67,Moderate
648,Estuary,Increasing,High,168.39,Atlantic,4.93,1515.07,12.18,416.77,Good
649,Coral Reef,Increasing,Moderate,93.68,Atlantic,1.23,1379.8,13.19,464.77,Moderate
650,Deep Sea,Declining,Very High,67.44,Mediterranean,2.08,1727.96,7.89,314.58,Moderate
651,Deep Sea,Increasing,Very High,59.27,Mediterranean,1.08,1993.63,14.72,198.08,Poor
652,Deep Sea,Stable,Moderate,46.98,Arctic,5.24,856.58,5.93,127.76,Moderate
653,Coastal,Critical,Very High,20.95,Mediterranean,1.51,226.75,27.94,491.09,Poor
654,Estuary,Stable,Moderate,75.07,Indian Ocean,1.58,65.68,21.83,491.53,Good
655,Estuary,Increasing,Very High,61.35,Atlantic,9.44,1455.12,29.77,462.56,Good
656,Coral Reef,Declining,Low,193.62,Mediterranean,8.79,1748.66,27.07,393.05,Good
657,Coral Reef,Critical,Low,115.96,Indian Ocean,4.79,445.32,16.82,163.56,Moderate
658,Deep Sea,Increasing,Low,75.98,Indian Ocean,9.87,321.1,17.99,408.68,Good
659,Coral Reef,Increasing,High,120.29,Indian Ocean,0.5,129.1,9.76,204.99,Moderate
660,Coastal,Declining,High,36.45,Indian Ocean,6.33,1646.29,16.55,164.06,Moderate
661,Estuary,Declining,Low,94.37,Arctic,6.36,626.21,27.58,372.69,Moderate
662,Deep Sea,Stable,High,128.98,Indian Ocean,4.85,806.39,6.27,40.75,Moderate
663,Coral Reef,Critical,Very High,102.89,Arctic,4.27,1007.99,26.59,25.23,Poor
664,Coastal,Critical,Moderate,86.34,Arctic,4.83,1679.71,13.52,224.53,Moderate
665,Coastal,Declining,Moderate,198.83,Indian Ocean,4.44,1303.41,27.49,223.37,Moderate
666,Coral Reef,Stable,Moderate,177.26,Atlantic,7.44,1232.05,28.52,447.93,Good
667,Estuary,Critical,Low,128.45,Indian Ocean,1.79,355.47,21.77,63.95,Poor
668,Coral Reef,Declining,High,118.18,Indian Ocean,2.38,1028.81,21.61,62.52,Poor
669,Deep Sea,Increasing,Very High,127.93,Indian Ocean,2.21,1432.19,16.32,74.58,Poor
670,Coral Reef,Critical,Very High,48.25,Atlantic,2.99,1946.66,25.89,15.84,Poor
671,Coastal,Stable,Low,85.08,Pacific,5.49,406.81,29.04,36.79,Good
672,Coral Reef,Stable,Very High,17.5,Pacific,1.56,24.04,24.38,330.28,Moderate
673,Estuary,Stable,Very High,100.35,Arctic,8.75,155.23,20.55,216.36,Moderate
674,Open Ocean,Increasing,Very High,113.17,Arctic,3.32,754.83,20.17,382.04,Moderate
675,Coral Reef,Critical,Very High,53.27,Atlantic,2.04,1641.99,26.24,496.31,Poor
676,Estuary,Critical,High,193.17,Mediterranean,6.92,19.25,18.53,329.86,Moderate
677,Estuary,Increasing,Very High,182.8,Pacific,0.86,916.18,25.1,26.18,Poor
678,Coastal,Critical,Moderate,147.21,Arctic,6.39,661.82,17.72,53.18,Poor
679,Estuary,Increasing,Low,111.34,Pacific,7.13,109.7,6.56,440.62,Good
680,Estuary,Increasing,High,175.29,Atlantic,2.54,903.22,14.6,264.22,Moderate
681,Estuary,Increasing,Very High,34.82,Atlantic,0.9,513.22,16.11,412.59,Moderate
682,Estuary,Stable,High,160.2,Mediterranean,3.95,707.01,8.54,428.45,Moderate
683,Deep Sea,Critical,Very High,33.72,Mediterranean,1.44,1412.7,7.56,463.91,Poor
684,Deep Sea,Increasing,Moderate,160.9,Atlantic,1.61,1045.49,18.39,474.96,Good
685,Coastal,Critical,Low,62.4,Arctic,2.92,253.67,7.13,277.86,Poor
686,Coral Reef,Stable,Very High,176.65,Pacific,3.31,1923.02,12.57,171.17,Poor
687,Estuary,Increasing,Very High,189.37,Indian Ocean,5.53,1273.64,23.61,480.97,Moderate
688,Coral Reef,Declining,Very High,38.27,Mediterranean,6.94,1532.91,29.11,274.16,Poor
689,Coral Reef,Stable,Very High,97.91,Indian Ocean,6.13,163.03,22.95,33.06,Poor
690,Coastal,Declining,Low,196.39,Arctic,1.91,98.88,29.82,321.75,Moderate
691,Estuary,Critical,Low,101.85,Mediterranean,2.13,43.8,22.46,294.25,Moderate
692,Estuary,Critical,Moderate,174.07,Indian Ocean,8.85,381.64,12.34,448.0,Moderate
693,Open Ocean,Stable,Low,121.86,Arctic,5.8,831.74,21.8,326.94,Good
694,Coral Reef,Critical,Very High,81.31,Pacific,8.76,1871.97,22.55,175.18,Poor
695,Coral Reef,Declining,Moderate,64.3,Arctic,4.03,916.83,14.29,483.15,Moderate
696,Deep Sea,Increasing,Moderate,48.61,Mediterranean,6.34,584.06,5.44,401.01,Good
697,Open Ocean,Increasing,Moderate,154.74,Atlantic,5.47,1126.06,22.58,315.58,Good
698,Deep Sea,Increasing,Very High,83.44,Pacific,3.53,228.31,5.54,147.17,Poor
699,Deep Sea,Stable,High,107.14,Indian Ocean,4.96,1220.96,20.78,187.4,Moderate
700,Deep Sea,Critical,Very High,103.54,Mediterranean,5.27,1139.02,9.09,335.31,Poor
701,Coastal,Declining,Low,119.68,Atlantic,2.41,1585.03,19.14,36.92,Poor
702,Coastal,Critical,Low,174.46,Arctic,3.49,1973.44,17.6,129.08,Poor
703,Deep Sea,Critical,Very High,196.34,Atlantic,8.02,505.49,5.34,357.24,Moderate
704,Open Ocean,Critical,Very High,87.44,Mediterranean,9.2,1021.76,14.07,240.53,Poor
705,Coral Reef,Increasing,Moderate,167.23,Mediterranean,3.92,1818.19,20.03,201.79,Good
706,Open Ocean,Declining,Very High,155.26,Atlantic,3.42,1571.45,26.22,76.58,Poor
707,Estuary,Declining,Moderate,118.97,Arctic,2.35,977.38,27.22,221.48,Poor
708,Coastal,Critical,Low,191.65,Atlantic,6.95,1891.02,17.1,385.58,Moderate
709,Coral Reef,Increasing,Moderate,48.09,Mediterranean,3.57,119.19,23.21,132.74,Moderate
710,Coral Reef,Increasing,Very High,30.76,Mediterranean,9.88,1862.34,12.91,3.69,Moderate
711,Estuary,Declining,Low,172.25,Indian Ocean,3.59,105.76,13.55,334.58,Moderate
712,Estuary,Increasing,High,93.44,Indian Ocean,4.24,1096.87,9.86,486.34,Good
713,Deep Sea,Increasing,Moderate,170.92,Pacific,6.23,1781.43,19.05,303.81,Good
714,Coastal,Increasing,Low,179.69,Mediterranean,8.12,529.13,12.86,60.84,Good
715,Coastal,Stable,Moderate,21.87,Indian Ocean,4.96,947.14,7.11,161.05,Moderate
716,Open Ocean,Critical,Low,177.86,Atlantic,4.52,652.04,22.13,433.95,Good
717,Deep Sea,Declining,Low,95.18,Arctic,9.96,1904.53,22.69,117.05,Good
718,Deep Sea,Declining,Moderate,106.98,Atlantic,0.6,1648.17,14.0,304.24,Moderate
719,Deep Sea,Stable,High,129.05,Arctic,9.0,1419.46,6.92,201.93,Moderate
720,Deep Sea,Critical,Low,186.01,Indian Ocean,1.92,1177.32,15.66,104.71,Poor
721,Coastal,Declining,Low,13.63,Pacific,7.97,1642.08,16.06,406.89,Good
722,Coastal,Increasing,Low,100.6,Atlantic,6.37,787.57,21.72,371.67,Good
723,Deep Sea,Declining,High,140.67,Atlantic,3.75,897.87,12.89,331.13,Moderate
724,Open Ocean,Increasing,High,147.31,Atlantic,8.8,1461.35,22.06,118.93,Good
725,Coral Reef,Stable,Very High,141.58,Arctic,0.62,718.72,26.79,49.83,Poor
726,Coral Reef,Increasing,Moderate,35.54,Indian Ocean,2.65,132.48,10.94,288.5,Good
727,Open Ocean,Declining,High,66.89,Atlantic,5.89,153.3,29.47,277.29,Poor
728,Deep Sea,Declining,Moderate,78.16,Atlantic,3.84,235.15,14.66,95.0,Moderate
729,Coastal,Declining,Very High,162.84,Pacific,6.3,1740.01,11.68,29.07,Poor
730,Coral Reef,Stable,Moderate,62.96,Pacific,0.73,947.09,15.54,41.27,Moderate
731,Estuary,Stable,High,50.03,Indian Ocean,1.61,1427.2,7.36,496.39,Moderate
732,Estuary,Critical,Moderate,191.92,Indian Ocean,1.71,788.85,8.14,392.01,Poor
733,Open Ocean,Declining,High,11.68,Mediterranean,2.3,521.13,15.36,461.07,Moderate
734,Deep Sea,Increasing,Moderate,199.59,Pacific,4.86,697.65,24.06,98.33,Moderate
735,Coral Reef,Stable,High,138.6,Mediterranean,7.65,1589.39,27.51,480.32,Good
736,Deep Sea,Declining,High,167.41,Arctic,9.1,1252.31,21.62,72.18,Moderate
737,Coral Reef,Declining,Moderate,65.98,Mediterranean,8.44,1875.59,7.63,255.03,Moderate
738,Open Ocean,Stable,Very High,12.72,Atlantic,2.37,1361.01,21.8,415.02,Moderate
739,Open Ocean,Critical,Low,150.2,Mediterranean,4.69,1142.51,20.89,175.55,Moderate
740,Estuary,Stable,Very High,168.49,Indian Ocean,2.39,1222.34,25.14,212.99,Poor
741,Deep Sea,Stable,Moderate,150.69,Arctic,3.01,1885.03,25.63,64.96,Moderate
742,Estuary,Increasing,Very High,37.14,Atlantic,5.28,1577.46,26.71,62.34,Moderate
743,Deep Sea,Increasing,High,153.15,Mediterranean,1.15,52.96,15.35,310.16,Good
744,Estuary,Critical,Low,156.1,Arctic,2.57,1070.61,22.45,338.09,Moderate
745,Coastal,Declining,Moderate,135.12,Arctic,9.39,1378.24,11.71,388.89,Good
746,Coastal,Stable,Moderate,155.56,Atlantic,4.93,1498.65,29.98,278.78,Good
747,Coastal,Critical,Moderate,170.73,Mediterranean,4.73,430.22,9.38,323.23,Moderate
748,Coastal,Increasing,Low,126.58,Arctic,0.64,1735.02,5.25,7.75,Good
749,Coral Reef,Stable,High,26.83,Arctic,2.85,1911.91,8.72,81.92,Moderate
750,Coastal,Declining,Moderate,102.65,Pacific,8.73,477.25,24.4,492.47,Moderate
751,Open Ocean,Increasing,Very High,24.75,Arctic,2.06,1765.82,16.17,38.92,Poor
752,Open Ocean,Increasing,Moderate,87.43,Pacific,4.44,198.47,16.19,339.72,Good
753,Coral Reef,Increasing,Moderate,87.35,Mediterranean,0.64,116.14,28.88,88.87,Moderate
754,Coastal,Critical,Moderate,22.54,Mediterranean,5.04,262.8,27.99,358.64,Moderate
755,Coastal,Declining,Moderate,76.28,Mediterranean,0.7,120.19,12.78,353.29,Moderate
756,Coastal,Stable,High,31.09,Indian Ocean,8.29,1690.8,10.23,117.87,Moderate
757,Estuary,Critical,Very High,163.56,Mediterranean,8.34,122.81,26.21,135.55,Poor
758,Deep Sea,Critical,High,190.06,Arctic,7.98,546.97,27.65,327.73,Moderate
759,Estuary,Critical,Very High,23.74,Atlantic,3.19,211.99,18.54,195.65,Poor
760,Deep Sea,Increasing,Moderate,191.47,Pacific,8.45,594.37,20.74,98.08,Good
761,Coastal,Declining,Low,109.29,Indian Ocean,5.66,185.67,11.42,366.11,Good
762,Coastal,Critical,High,66.92,Mediterranean,4.05,1337.67,25.02,77.92,Poor
763,Estuary,Stable,Low,24.6,Mediterranean,6.44,270.99,20.8,427.97,Good
764,Estuary,Declining,High,105.12,Atlantic,0.62,1704.43,17.59,257.82,Poor
765,Deep Sea,Stable,Moderate,160.96,Atlantic,1.86,1635.3,6.5,53.74,Moderate
766,Open Ocean,Declining,High,144.35,Indian Ocean,7.55,32.26,27.9,347.34,Moderate
767,Deep Sea,Stable,Moderate,19.54,Pacific,2.82,1791.97,20.39,260.06,Moderate
768,Estuary,Increasing,High,23.85,Mediterranean,6.18,62.74,9.82,149.73,Moderate
769,Estuary,Critical,Moderate,86.55,Indian Ocean,4.16,483.09,20.16,211.85,Moderate
770,Coral Reef,Stable,Moderate,66.11,Arctic,8.62,69.62,21.94,149.87,Good
771,Estuary,Declining,Very High,54.15,Arctic,9.55,675.01,18.14,132.25,Poor
772,Coral Reef,Critical,Moderate,63.39,Indian Ocean,8.89,1030.16,22.95,82.64,Moderate
773,Open Ocean,Critical,Very High,162.66,Mediterranean,3.07,1594.31,19.54,182.02,Poor
774,Deep Sea,Declining,Moderate,186.55,Indian Ocean,2.34,679.27,28.69,126.24,Moderate
775,Deep Sea,Stable,Low,86.97,Mediterranean,5.01,1412.45,6.34,342.03,Good
776,Coral Reef,Increasing,Moderate,182.16,Atlantic,0.57,379.07,7.66,342.25,Moderate
777,Deep Sea,Increasing,Low,71.08,Indian Ocean,0.75,1502.44,9.34,251.42,Good
778,Estuary,Stable,Low,100.52,Mediterranean,5.76,475.81,22.25,389.19,Good
779,Coastal,Critical,Moderate,52.95,Indian Ocean,5.44,291.37,21.14,420.83,Moderate
780,Coral Reef,Critical,Low,131.69,Indian Ocean,9.95,374.89,27.3,290.3,Good
781,Deep Sea,Critical,Very High,196.01,Mediterranean,2.42,368.22,23.32,309.85,Poor
782,Coral Reef,Critical,High,124.66,Mediterranean,2.95,1028.16,17.71,142.16,Poor
783,Coral Reef,Stable,Moderate,77.98,Pacific,1.58,1690.37,29.8,447.54,Moderate
784,Coastal,Critical,Low,133.09,Indian Ocean,9.22,163.81,11.65,13.08,Moderate
785,Estuary,Declining,Moderate,33.35,Arctic,7.89,1415.38,25.83,174.95,Moderate
786,Coral Reef,Critical,Very High,178.85,Indian Ocean,8.31,1310.42,15.67,361.18,Moderate
787,Deep Sea,Increasing,Moderate,105.59,Indian Ocean,9.08,1745.68,21.22,40.96,Good
788,Open Ocean,Critical,Moderate,95.38,Mediterranean,5.49,492.07,23.18,92.4,Moderate
789,Coral Reef,Stable,Low,121.31,Indian Ocean,4.79,902.97,20.84,295.05,Moderate
790,Coral Reef,Increasing,Very High,128.71,Indian Ocean,3.64,1852.03,8.51,280.44,Moderate
791,Coastal,Stable,High,23.64,Arctic,6.1,1321.69,16.07,369.73,Moderate
792,Estuary,Stable,High,139.7,Mediterranean,4.82,780.59,19.04,406.49,Moderate
793,Open Ocean,Increasing,Low,55.97,Indian Ocean,4.79,267.17,26.23,65.16,Moderate
794,Deep Sea,Stable,Moderate,145.65,Atlantic,9.4,528.66,16.09,10.17,Moderate
795,Open Ocean,Stable,Low,166.28,Pacific,9.85,1164.52,27.97,345.13,Good
796,Deep Sea,Critical,Low,162.75,Arctic,8.07,1437.75,16.01,151.39,Moderate
797,Estuary,Declining,Low,114.98,Indian Ocean,7.69,253.22,18.72,313.37,Good
798,Deep Sea,Stable,Moderate,108.83,Atlantic,6.97,1201.2,24.91,76.12,Moderate
799,Coastal,Stable,Very High,37.15,Indian Ocean,2.08,1102.95,19.58,235.05,Poor
800,Coastal,Stable,Low,157.32,Indian Ocean,1.06,1030.34,29.01,252.71,Good
801,Coastal,Critical,Moderate,61.57,Mediterranean,7.06,1381.8,21.51,292.95,Moderate
802,Coastal,Declining,Very High,104.37,Mediterranean,7.42,1675.71,18.07,257.07,Moderate
803,Open Ocean,Increasing,Low,64.01,Mediterranean,0.95,649.36,5.59,248.35,Moderate
804,Estuary,Critical,High,35.43,Atlantic,9.32,1778.58,15.34,167.03,Moderate
805,Deep Sea,Critical,Very High,129.62,Indian Ocean,1.37,325.46,12.48,36.52,Poor
806,Deep Sea,Declining,Low,20.32,Pacific,3.22,350.18,23.7,45.67,Moderate
807,Coastal,Declining,Very High,152.24,Arctic,6.89,537.21,10.21,217.46,Moderate
808,Coastal,Critical,Very High,70.34,Mediterranean,2.11,243.46,10.13,178.54,Poor
809,Coral Reef,Increasing,Very High,10.03,Mediterranean,1.03,464.49,9.74,258.55,Moderate
810,Estuary,Critical,Very High,107.11,Indian Ocean,3.65,217.29,8.14,153.11,Poor
811,Open Ocean,Declining,Very High,18.9,Indian Ocean,7.78,1644.4,12.78,344.27,Moderate
812,Deep Sea,Increasing,Very High,62.47,Atlantic,4.43,282.24,27.15,432.11,Moderate
813,Coral Reef,Declining,Low,144.33,Atlantic,6.7,1495.86,24.37,150.13,Moderate
814,Coral Reef,Increasing,High,21.91,Mediterranean,6.01,100.59,23.38,97.3,Moderate
815,Deep Sea,Stable,Moderate,169.47,Indian Ocean,0.71,1897.3,24.93,58.97,Moderate
816,Open Ocean,Declining,Very High,10.73,Pacific,9.89,1423.76,11.74,308.51,Moderate
817,Coral Reef,Declining,Moderate,56.9,Arctic,0.89,18.56,27.19,222.48,Moderate
818,Coral Reef,Critical,Low,150.77,Indian Ocean,9.69,1528.89,8.43,94.82,Moderate
819,Estuary,Declining,Very High,70.09,Indian Ocean,5.72,1030.59,13.41,326.92,Moderate
820,Open Ocean,Declining,High,29.36,Atlantic,9.65,1559.83,19.67,75.09,Moderate
821,Coral Reef,Stable,Moderate,78.44,Arctic,1.59,1047.38,7.57,277.6,Moderate
822,Open Ocean,Declining,Very High,61.37,Mediterranean,5.16,1283.84,23.25,264.05,Moderate
823,Deep Sea,Stable,Low,170.12,Indian Ocean,2.11,1573.73,14.68,367.38,Good
824,Coastal,Stable,High,69.54,Mediterranean,0.98,813.19,24.61,28.5,Poor
825,Coral Reef,Stable,Moderate,159.9,Indian Ocean,6.37,10.4,17.32,444.05,Good
826,Estuary,Stable,Moderate,179.46,Mediterranean,2.47,1700.64,9.52,351.79,Good
827,Deep Sea,Increasing,Very High,92.43,Arctic,6.08,764.88,23.37,108.85,Moderate
828,Open Ocean,Critical,High,182.89,Atlantic,1.57,994.61,11.3,92.52,Poor
829,Deep Sea,Increasing,High,81.69,Arctic,3.65,20.49,17.27,216.4,Moderate
830,Coral Reef,Declining,High,193.17,Pacific,7.93,986.72,6.89,408.97,Good
831,Open Ocean,Increasing,High,26.97,Atlantic,4.65,1973.04,20.45,421.63,Good
832,Coastal,Increasing,Low,140.53,Arctic,6.46,560.14,21.65,260.71,Good
833,Deep Sea,Declining,High,103.82,Pacific,6.65,793.86,14.47,430.54,Moderate
834,Coral Reef,Declining,Moderate,83.65,Indian Ocean,8.52,1375.94,28.86,3.72,Moderate
835,Estuary,Declining,Moderate,130.22,Indian Ocean,3.59,1630.51,26.85,18.55,Poor
836,Open Ocean,Increasing,Low,143.73,Mediterranean,7.03,837.7,22.7,456.0,Good
837,Deep Sea,Increasing,Moderate,10.83,Atlantic,9.64,622.79,22.84,387.89,Good
838,Deep Sea,Declining,Moderate,41.72,Indian Ocean,7.44,1875.96,11.31,225.9,Moderate
839,Coastal,Critical,High,145.48,Atlantic,5.15,1355.9,21.42,377.05,Poor
840,Coastal,Critical,Moderate,136.61,Indian Ocean,6.49,242.45,9.96,477.86,Moderate
841,Estuary,Stable,Low,193.55,Mediterranean,7.53,142.51,8.6,386.27,Good
842,Estuary,Declining,High,154.6,Arctic,6.32,969.68,29.99,421.34,Moderate
843,Coral Reef,Stable,Very High,190.65,Mediterranean,0.66,444.08,20.56,380.54,Poor
844,Coral Reef,Critical,High,143.48,Pacific,2.35,511.7,15.77,84.94,Poor
845,Estuary,Stable,Low,66.63,Indian Ocean,8.2,1756.0,12.2,416.95,Good
846,Estuary,Declining,High,30.02,Pacific,3.09,183.68,20.1,98.36,Poor
847,Open Ocean,Declining,High,158.55,Pacific,7.45,1432.15,6.24,446.41,Good
848,Coastal,Declining,Low,132.39,Atlantic,4.04,545.93,7.37,229.87,Moderate
849,Coral Reef,Increasing,High,19.16,Indian Ocean,5.46,1521.85,5.82,338.81,Good
850,Coastal,Stable,Low,78.41,Pacific,1.15,1446.21,17.48,249.12,Moderate
851,Coastal,Critical,Low,191.79,Arctic,2.22,19.75,20.02,47.9,Poor
852,Estuary,Critical,Very High,105.08,Pacific,9.59,1020.73,6.56,146.07,Poor
853,Open Ocean,Critical,Moderate,92.22,Arctic,8.96,282.94,23.03,491.88,Good
854,Deep Sea,Increasing,Moderate,96.96,Atlantic,6.7,1733.12,10.76,480.4,Good
855,Open Ocean,Increasing,High,49.69,Pacific,4.87,1743.81,22.13,160.92,Moderate
856,Open Ocean,Declining,High,80.05,Mediterranean,6.92,839.6,29.55,498.15,Moderate
857,Coastal,Critical,Very High,80.26,Atlantic,6.38,891.57,22.28,422.93,Poor
858,Open Ocean,Increasing,Very High,19.95,Arctic,5.9,610.05,27.08,305.87,Moderate
859,Coral Reef,Declining,Very High,155.84,Atlantic,1.06,1434.63,28.7,21.02,Poor
860,Coastal,Critical,Low,89.14,Pacific,6.51,720.53,17.17,450.82,Good
861,Coral Reef,Stable,Very High,166.21,Indian Ocean,7.8,539.25,22.56,279.16,Moderate
862,Deep Sea,Declining,Very High,171.57,Indian Ocean,9.94,867.3,26.3,434.37,Moderate
863,Coastal,Increasing,High,50.28,Arctic,0.61,187.52,13.92,417.38,Moderate
864,Deep Sea,Increasing,Very High,134.9,Arctic,7.44,1494.47,11.53,416.67,Moderate
865,Coastal,Declining,Low,99.73,Indian Ocean,5.93,30.13,28.66,349.39,Moderate
866,Estuary,Declining,Low,177.23,Arctic,4.62,1290.75,23.16,146.42,Moderate
867,Open Ocean,Increasing,High,50.99,Atlantic,1.71,369.81,10.49,168.74,Moderate
868,Estuary,Stable,Very High,138.78,Mediterranean,4.39,468.65,16.23,154.93,Moderate
869,Deep Sea,Critical,Very High,125.47,Mediterranean,3.87,1273.09,24.91,11.0,Poor
870,Open Ocean,Stable,Low,66.11,Atlantic,3.38,1985.92,18.68,291.7,Moderate
871,Coastal,Declining,Very High,35.95,Mediterranean,7.44,1556.55,21.25,349.72,Moderate
872,Open Ocean,Stable,Very High,133.81,Pacific,7.16,455.55,23.84,427.08,Good
873,Coral Reef,Increasing,Very High,150.33,Atlantic,6.1,356.17,20.55,70.94,Poor
874,Open Ocean,Declining,Moderate,69.97,Arctic,9.42,1733.13,18.5,272.55,Moderate
875,Coral Reef,Critical,High,132.52,Atlantic,3.82,891.15,23.74,5.0,Poor
876,Open Ocean,Increasing,Moderate,85.07,Indian Ocean,2.82,278.42,23.19,48.45,Moderate
877,Coral Reef,Increasing,High,145.51,Arctic,6.73,1725.11,20.75,28.05,Moderate
878,Deep Sea,Critical,Low,47.85,Indian Ocean,2.39,1633.1,13.99,363.01,Moderate
879,Estuary,Critical,Very High,179.14,Arctic,3.49,1967.89,15.15,41.45,Poor
880,Coastal,Stable,High,64.61,Mediterranean,2.63,1819.94,29.26,358.51,Moderate
881,Open Ocean,Declining,Moderate,79.88,Atlantic,1.16,1704.32,7.81,125.56,Poor
882,Estuary,Critical,Very High,21.04,Pacific,8.36,109.89,11.71,438.98,Moderate
883,Coastal,Critical,Low,31.19,Arctic,2.92,213.31,17.31,406.76,Moderate
884,Coastal,Declining,High,108.01,Arctic,4.99,1140.12,25.92,478.96,Moderate
885,Coral Reef,Critical,High,60.84,Indian Ocean,0.91,1065.3,9.09,442.0,Poor
